last_edited_by,date_added,last_edited_date,raw_source,vessel_id,port,key,arr_date,port_master,aphorism,holiday_greeting,wisdom,saying,vessel_name,tonnage,length_overall,flag_country,vessel_company,vessel_type
Haenyeo Hyun-Ki,2035-04-07T00:00:00Z,2035-04-13T00:00:00Z,Haacklee harbor reports,halibuthunterd84,City of Haacklee,4,2035-04-02T00:00:00Z,Portmaster of Haacklee,NA,NA,The ocean is a central image. It is the symbolism of a great journey.,Sail away from the safe harbor. Catch the trade winds in your sails. Explore. Dream. Discover.,Halibut Hunter,100,10,Oceanus,Weaver-Baker,Fishing
Junior Shurdlu,2035-04-16T00:00:00Z,2035-04-23T00:00:00Z,South Paackland harbor reports,halibuthunterd84,City of South Paackland,0,2035-04-16T00:00:00Z,Portmaster of South Paackland,"The sea, the majestic sea, breaks everything, crushes everything, cleans everything, takes everything...from me.",NA,One cannot collect all the beautiful shells on the beach.,Why do we love the sea? It is because it has some potent power to make us think things we like to think.,Halibut Hunter,100,10,Oceanus,Weaver-Baker,Fishing
Haenyeo Hyun-Ki,2035-04-18T00:00:00Z,2035-04-21T00:00:00Z,South Paackland harbor reports,halibuthunterd84,City of South Paackland,1,2035-04-16T00:00:00Z,Portmaster of South Paackland,"The sea, the majestic sea, breaks everything, crushes everything, cleans everything, takes everything...from me.",NA,One cannot collect all the beautiful shells on the beach.,NA,Halibut Hunter,100,10,Oceanus,Weaver-Baker,Fishing
Junior Shurdlu,2035-06-24T00:00:00Z,2035-06-25T00:00:00Z,Lomark harbor reports,halibuthunterd84,City of Lomark,0,2035-06-18T00:00:00Z,Portmaster of Lomark,"Boat more, worry less.",Wonderful Lunch of VonLipwig to each of you!,"Island life is not just a place, it's a state of mind.",An islander knows the true value of a single shell.,Halibut Hunter,100,10,Oceanus,Weaver-Baker,Fishing
Junior Shurdlu,2035-03-28T00:00:00Z,2035-03-29T00:00:00Z,Haacklee harbor reports,brooktroutbuccaneerc0b,City of Haacklee,0,2035-03-24T00:00:00Z,Portmaster of Haacklee,The sea is but a larger sky.,What are you doing for Minister's Day this year?,Land was created to provide a place for boats to visit.,Ocean: A body of water occupying two-thirds of a world made for man - who has no gills.,Brook Trout Buccaneer,6500,90,Oceanus,"Stewart, Perkins and Sanchez",Fishing
Haenyeo Hyun-Ki,2035-03-26T00:00:00Z,2035-03-30T00:00:00Z,Haacklee harbor reports,brooktroutbuccaneerc0b,City of Haacklee,1,2035-03-24T00:00:00Z,Portmaster of Haacklee,The sea is but a larger sky.,"Wow, its Offler Snack again",Land was created to provide a place for boats to visit.,"I could never stay long enough on the shore; the tang of the untainted, fresh, and free sea air was like a cool, quieting thought.",Brook Trout Buccaneer,6500,90,Oceanus,"Stewart, Perkins and Sanchez",Fishing
Junior Shurdlu,2035-03-27T00:00:00Z,2035-04-01T00:00:00Z,Haacklee harbor reports,brooktroutbuccaneerc0b,City of Haacklee,2,2035-03-24T00:00:00Z,Portmaster of Haacklee,The sea is but a larger sky.,"Wow, its Offler Snack again",Land was created to provide a place for boats to visit.,"I could never stay long enough on the shore; the tang of the untainted, fresh, and free sea air was like a cool, quieting thought.",Brook Trout Buccaneer,6500,90,Oceanus,"Stewart, Perkins and Sanchez",Fishing
Junior Shurdlu,2035-03-14T00:00:00Z,2035-03-19T00:00:00Z,Haacklee harbor reports,brooktroutbuccaneerc0b,City of Haacklee,3,2035-03-09T00:00:00Z,Portmaster of Haacklee,"The goal is not to sail the boat, but rather to help the boat sail herself.",NA,NA,The voice of the sea speaks to the soul.,Brook Trout Buccaneer,6500,90,Oceanus,"Stewart, Perkins and Sanchez",Fishing
Clepper Jessen,2035-08-26T00:00:00Z,2035-08-30T00:00:00Z,Himark harbor reports,brooktroutbuccaneerc0b,City of Himark,0,2035-08-16T00:00:00Z,Portmaster of Himark,"There is nothing more enticing, disenchanting, and enslaving than the life at sea.",Enjoy Broken Hogswatch today!,"I'm not afraid of storms, for I'm learning to sail my ship.","The goal is not to sail the boat, but rather to help the boat sail herself.",Brook Trout Buccaneer,6500,90,Oceanus,"Stewart, Perkins and Sanchez",Fishing
Haenyeo Hyun-Ki,2035-03-28T00:00:00Z,2035-03-29T00:00:00Z,Himark harbor reports,brooktroutbuccaneerc0b,City of Himark,1,2035-03-22T00:00:00Z,Portmaster of Himark,"You can shake the sand from your shoes, but it will never leave your soul.",Wonderful Anoia's Cleaning to each of you!,"The island is calling, and I must go.","The heart of man is very much like the sea, it has its storms, it has its tides and in its depths it has its pearls too.",Brook Trout Buccaneer,6500,90,Oceanus,"Stewart, Perkins and Sanchez",Fishing
Haenyeo Hyun-Ki,2035-02-26T00:00:00Z,2035-03-03T00:00:00Z,Himark harbor reports,brooktroutbuccaneerc0b,City of Himark,2,2035-02-21T00:00:00Z,Portmaster of Himark,"The ocean roars, but the captain does not abandon the ship.",NA,Island life is the best life.,The best therapy is beach therapy.,Brook Trout Buccaneer,6500,90,Oceanus,"Stewart, Perkins and Sanchez",Fishing
Junior Shurdlu,2035-09-26T00:00:00Z,2035-09-27T00:00:00Z,Lomark harbor reports,brooktroutbuccaneerc0b,City of Lomark,0,2035-09-23T00:00:00Z,Portmaster of Lomark,"The calmer the waters, the closer the storm.",Wonderful Lunch of VonLipwig to each of you!,Life on an island is life at its best.,"The cure for anything is salt water – sweat, tears, or the sea.",Brook Trout Buccaneer,6500,90,Oceanus,"Stewart, Perkins and Sanchez",Fishing
Junior Shurdlu,2035-11-14T00:00:00Z,2035-11-17T00:00:00Z,Lomark harbor reports,brooktroutbuccaneerc0b,City of Lomark,1,2035-11-07T00:00:00Z,Portmaster of Lomark,"When one man, for whatever reason, has the opportunity to lead an extraordinary life, he has no right to keep it to himself.",Wonderful Lunch of VonLipwig to each of you!,Life on an island is life at its best.,"The cure for anything is salt water – sweat, tears, or the sea.",Brook Trout Buccaneer,6500,90,Oceanus,"Stewart, Perkins and Sanchez",Fishing
Junior Shurdlu,2035-11-11T00:00:00Z,2035-11-15T00:00:00Z,Lomark harbor reports,brooktroutbuccaneerc0b,City of Lomark,2,2035-11-07T00:00:00Z,Portmaster of Lomark,"A lot of people ask me if I were shipwrecked, and could only have one book, what would it be? I always say 'How to Build a Boat.'",Wonderful Lunch of VonLipwig to each of you!,Life on an island is life at its best.,"The cure for anything is salt water – sweat, tears, or the sea.",Brook Trout Buccaneer,6500,90,Oceanus,"Stewart, Perkins and Sanchez",Fishing
Haenyeo Hyun-Ki,2035-11-16T00:00:00Z,2035-11-23T00:00:00Z,Lomark harbor reports,brooktroutbuccaneerc0b,City of Lomark,3,2035-11-07T00:00:00Z,Portmaster of Lomark,"A lot of people ask me if I were shipwrecked, and could only have one book, what would it be? I always say 'How to Build a Boat.'",Wonderful Lunch of VonLipwig to each of you!,Life on an island is life at its best.,"The cure for anything is salt water – sweat, tears, or the sea.",Brook Trout Buccaneer,6500,90,Oceanus,"Stewart, Perkins and Sanchez",Fishing
Junior Shurdlu,2035-11-09T00:00:00Z,2035-11-13T00:00:00Z,Lomark harbor reports,brooktroutbuccaneerc0b,City of Lomark,4,2035-11-07T00:00:00Z,Portmaster of Lomark,"A lot of people ask me if I were shipwrecked, and could only have one book, what would it be? I always say 'How to Build a Boat.'",Wonderful Lunch of VonLipwig to each of you!,Life on an island is life at its best.,"The cure for anything is salt water – sweat, tears, or the sea.",Brook Trout Buccaneer,6500,90,Oceanus,"Stewart, Perkins and Sanchez",Fishing
Junior Shurdlu,2035-11-07T00:00:00Z,2035-11-09T00:00:00Z,Lomark harbor reports,brooktroutbuccaneerc0b,City of Lomark,5,2035-11-07T00:00:00Z,Portmaster of Lomark,"A lot of people ask me if I were shipwrecked, and could only have one book, what would it be? I always say 'How to Build a Boat.'",Wonderful Lunch of VonLipwig to each of you!,Life on an island is life at its best.,"The cure for anything is salt water – sweat, tears, or the sea.",Brook Trout Buccaneer,6500,90,Oceanus,"Stewart, Perkins and Sanchez",Fishing
Junior Shurdlu,2035-11-14T00:00:00Z,2035-11-17T00:00:00Z,Lomark harbor reports,brooktroutbuccaneerc0b,City of Lomark,6,2035-11-07T00:00:00Z,Portmaster of Lomark,"A lot of people ask me if I were shipwrecked, and could only have one book, what would it be? I always say 'How to Build a Boat.'",Wonderful Lunch of VonLipwig to each of you!,Life on an island is life at its best.,"The cure for anything is salt water – sweat, tears, or the sea.",Brook Trout Buccaneer,6500,90,Oceanus,"Stewart, Perkins and Sanchez",Fishing
Clepper Jessen,2035-11-12T00:00:00Z,2035-11-13T00:00:00Z,Lomark harbor reports,brooktroutbuccaneerc0b,City of Lomark,7,2035-11-07T00:00:00Z,Portmaster of Lomark,"A lot of people ask me if I were shipwrecked, and could only have one book, what would it be? I always say 'How to Build a Boat.'",Wonderful Lunch of VonLipwig to each of you!,"An island is not a place, it's a feeling.","The cure for anything is salt water – sweat, tears, or the sea.",Brook Trout Buccaneer,6500,90,Oceanus,"Stewart, Perkins and Sanchez",Fishing
Clepper Jessen,2035-08-16T00:00:00Z,2035-08-22T00:00:00Z,Lomark harbor reports,brooktroutbuccaneerc0b,City of Lomark,8,2035-08-08T00:00:00Z,Portmaster of Lomark,A sailor’s joy is as simple as a child’s.,NA,"Boating is not just a sport or a hobby, it's a lifestyle.","The sea-shore is a sort of neutral ground, a most advantageous point from which to contemplate the world.",Brook Trout Buccaneer,6500,90,Oceanus,"Stewart, Perkins and Sanchez",Fishing
Clepper Jessen,2035-10-21T00:00:00Z,2035-10-28T00:00:00Z,Lomark harbor reports,brooktroutbuccaneerc0b,City of Lomark,9,2035-10-17T00:00:00Z,Portmaster of Lomark,"The sea, once it casts its spell, holds one in its net of wonder forever.",NA,"Boating is not just a sport or a hobby, it's a lifestyle.",The sea is the same as it has been since before men ever went on it in boats.,Brook Trout Buccaneer,6500,90,Oceanus,"Stewart, Perkins and Sanchez",Fishing
Haenyeo Hyun-Ki,2035-03-09T00:00:00Z,2035-03-14T00:00:00Z,South Paackland harbor reports,brooktroutbuccaneerc0b,City of South Paackland,0,2035-02-28T00:00:00Z,Portmaster of South Paackland,"The ocean stirs the heart, inspires the imagination and brings eternal joy to the soul.",NA,Island life is life without corners.,"Life is a beach, I'm just playing in the sand.",Brook Trout Buccaneer,6500,90,Oceanus,"Stewart, Perkins and Sanchez",Fishing
Clepper Jessen,2035-10-27T00:00:00Z,2035-11-05T00:00:00Z,Haacklee harbor reports,venerable89c,City of Haacklee,0,2035-10-18T00:00:00Z,Portmaster of Haacklee,"The sea-shore is a sort of neutral ground, a most advantageous point from which to contemplate the world.",Enjoy First Transit today!,"The heart of man is very much like the sea, it has its storms, it has its tides and in its depths it has its pearls too.","If the ocean can calm itself, so can you. We are both salt water mixed with air.",Venerable,NA,NA,Oceanus,Unknown,Ferry_Passenger
Clepper Jessen,2035-10-25T00:00:00Z,2035-10-30T00:00:00Z,Haacklee harbor reports,venerable89c,City of Haacklee,1,2035-10-18T00:00:00Z,Portmaster of Haacklee,"The sea-shore is a sort of neutral ground, a most advantageous point from which to contemplate the world.",Enjoy First Transit today!,"The heart of man is very much like the sea, it has its storms, it has its tides and in its depths it has its pearls too.","If the ocean can calm itself, so can you. We are both salt water mixed with air.",Venerable,NA,NA,Oceanus,Unknown,Ferry_Passenger
Junior Shurdlu,2035-10-21T00:00:00Z,2035-10-27T00:00:00Z,Haacklee harbor reports,venerable89c,City of Haacklee,2,2035-10-18T00:00:00Z,Portmaster of Haacklee,"The sea-shore is a sort of neutral ground, a most advantageous point from which to contemplate the world.",Enjoy First Transit today!,"The heart of man is very much like the sea, it has its storms, it has its tides and in its depths it has its pearls too.","If the ocean can calm itself, so can you. We are both salt water mixed with air.",Venerable,NA,NA,Oceanus,Unknown,Ferry_Passenger
Junior Shurdlu,2035-10-27T00:00:00Z,2035-11-01T00:00:00Z,Haacklee harbor reports,venerable89c,City of Haacklee,3,2035-10-18T00:00:00Z,Portmaster of Haacklee,"The sea-shore is a sort of neutral ground, a most advantageous point from which to contemplate the world.",Enjoy First Transit today!,"The heart of man is very much like the sea, it has its storms, it has its tides and in its depths it has its pearls too.","If the ocean can calm itself, so can you. We are both salt water mixed with air.",Venerable,NA,NA,Oceanus,Unknown,Ferry_Passenger
Clepper Jessen,2035-10-25T00:00:00Z,2035-10-27T00:00:00Z,Haacklee harbor reports,venerable89c,City of Haacklee,4,2035-10-18T00:00:00Z,Portmaster of Haacklee,"The sea-shore is a sort of neutral ground, a most advantageous point from which to contemplate the world.",Enjoy First Transit today!,"The heart of man is very much like the sea, it has its storms, it has its tides and in its depths it has its pearls too.","If the ocean can calm itself, so can you. We are both salt water mixed with air.",Venerable,NA,NA,Oceanus,Unknown,Ferry_Passenger
Clepper Jessen,2035-10-18T00:00:00Z,2035-10-21T00:00:00Z,Haacklee harbor reports,venerable89c,City of Haacklee,5,2035-10-18T00:00:00Z,Portmaster of Haacklee,"The sea-shore is a sort of neutral ground, a most advantageous point from which to contemplate the world.",Enjoy First Transit today!,"The heart of man is very much like the sea, it has its storms, it has its tides and in its depths it has its pearls too.","If the ocean can calm itself, so can you. We are both salt water mixed with air.",Venerable,NA,NA,Oceanus,Unknown,Ferry_Passenger
Clepper Jessen,2035-02-08T00:00:00Z,2035-02-13T00:00:00Z,Haacklee harbor reports,venerable89c,City of Haacklee,6,2035-02-01T00:00:00Z,Portmaster of Haacklee,What would an ocean be without a monster lurking in the dark? It would be like sleep without dreams.,NA,NA,NA,Venerable,NA,NA,Oceanus,Unknown,Ferry_Passenger
Haenyeo Hyun-Ki,2035-03-03T00:00:00Z,2035-03-10T00:00:00Z,South Paackland harbor reports,venerable89c,City of South Paackland,0,2035-02-22T00:00:00Z,Portmaster of South Paackland,Island life is the best life.,What are you doing for Broken Hogswatch this year?,One cannot collect all the beautiful shells on the beach.,Island vibes only.,Venerable,NA,NA,Oceanus,Unknown,Ferry_Passenger
Clepper Jessen,2035-02-23T00:00:00Z,2035-03-03T00:00:00Z,South Paackland harbor reports,venerable89c,City of South Paackland,1,2035-02-22T00:00:00Z,Portmaster of South Paackland,Island life is the best life.,What are you doing for Broken Hogswatch this year?,One cannot collect all the beautiful shells on the beach.,Island vibes only.,Venerable,NA,NA,Oceanus,Unknown,Ferry_Passenger
Clepper Jessen,2035-03-01T00:00:00Z,2035-03-06T00:00:00Z,South Paackland harbor reports,venerable89c,City of South Paackland,2,2035-02-22T00:00:00Z,Portmaster of South Paackland,Island life is the best life.,What are you doing for Broken Hogswatch this year?,One cannot collect all the beautiful shells on the beach.,Island vibes only.,Venerable,NA,NA,Oceanus,Unknown,Ferry_Passenger
Junior Shurdlu,2035-02-22T00:00:00Z,2035-03-01T00:00:00Z,South Paackland harbor reports,venerable89c,City of South Paackland,3,2035-02-22T00:00:00Z,Portmaster of South Paackland,Island life is the best life.,What are you doing for Broken Hogswatch this year?,One cannot collect all the beautiful shells on the beach.,Island vibes only.,Venerable,NA,NA,Oceanus,Unknown,Ferry_Passenger
Junior Shurdlu,2035-03-04T00:00:00Z,2035-03-05T00:00:00Z,South Paackland harbor reports,venerable89c,City of South Paackland,4,2035-02-22T00:00:00Z,Portmaster of South Paackland,Island life is the best life.,What are you doing for Broken Hogswatch this year?,One cannot collect all the beautiful shells on the beach.,Island vibes only.,Venerable,NA,NA,Oceanus,Unknown,Ferry_Passenger
Haenyeo Hyun-Ki,2035-03-01T00:00:00Z,2035-03-08T00:00:00Z,South Paackland harbor reports,venerable89c,City of South Paackland,5,2035-02-22T00:00:00Z,Portmaster of South Paackland,Island life is the best life.,What are you doing for Broken Hogswatch this year?,One cannot collect all the beautiful shells on the beach.,Island vibes only.,Venerable,NA,NA,Oceanus,Unknown,Ferry_Passenger
